Block Type,96well,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,
Experiment File Name,E:\MO_Time2(1).eds,,,,,,,,,,,,,,,,,,
Experiment Run End Time,Not Started,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,C_ Mean,C_ SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP
F4,127f,C,UNKNOWN,VIC,NFQ-MGB,27.39890671,27.30583572,0.131622255,,,,FALSE,0.01,FALSE,6,20,,N,Y
F4,127f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
F5,138f,C,UNKNOWN,VIC,NFQ-MGB,28.28777313,28.37628937,0.125182211,,,,FALSE,0.01,FALSE,6,20,,N,Y
F5,138f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
F6,138f,C,UNKNOWN,VIC,NFQ-MGB,28.46480751,28.37628937,0.125182211,,,,FALSE,0.01,FALSE,6,20,,N,Y
F6,138f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
F7,102f,C,UNKNOWN,VIC,NFQ-MGB,30.03063583,30.22711182,0.277859002,,,,FALSE,0.01,FALSE,6,20,,N,Y
F7,102f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
F8,102f,C,UNKNOWN,VIC,NFQ-MGB,30.4235878,30.22711182,0.277859002,,,,FALSE,0.01,FALSE,6,20,,N,Y
F8,102f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
F9,141f,C,UNKNOWN,VIC,NFQ-MGB,31.48254585,31.31137466,0.242073968,,,,FALSE,0.01,FALSE,6,20,,N,Y
F9,141f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
F10,141f,C,UNKNOWN,VIC,NFQ-MGB,31.14020157,31.31137466,0.242073968,,,,FALSE,0.01,FALSE,6,20,,N,Y
F10,141f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
F11,131f,C,UNKNOWN,VIC,NFQ-MGB,27.07004166,26.99394417,0.107618101,,,,FALSE,0.01,FALSE,6,20,,N,Y
F11,131f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
F12,POS,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
F12,POS,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
G1,272f,C,UNKNOWN,VIC,NFQ-MGB,29.60743713,29.22973633,0.534148276,,,,FALSE,0.01,FALSE,6,20,,Y,N
G1,272f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,Y,N
G2,272f,C,UNKNOWN,VIC,NFQ-MGB,28.85203743,29.22973633,0.534148276,,,,FALSE,0.01,FALSE,6,20,,Y,Y
G2,272f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,Y,Y
G3,277f,C,UNKNOWN,VIC,NFQ-MGB,28.54018402,28.34457397,0.276634395,,,,FALSE,0.01,FALSE,6,20,,N,Y
G3,277f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
G4,277f,C,UNKNOWN,VIC,NFQ-MGB,28.14896393,28.34457397,0.276634395,,,,FALSE,0.01,FALSE,6,20,,N,Y
G4,277f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
G5,229f,C,UNKNOWN,VIC,NFQ-MGB,29.91549683,28.93779182,1.664117932,,,,FALSE,0.01,FALSE,6,20,,Y,N
G5,229f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,Y,N
